"id"	"title"	"description"	"link"	"condition"	"price"	"sale_price"	"availability"	"image link"	"gtin"	"mpn"	"google product category"	"brand"	"product_type"	"shipping_weight"	"unit_pricing_measure"	"unit_pricing_base_measure"	"manufacturer"	"online_only"	"custom_label_0"	"custom_label_1"	"custom_label_2"	"custom_label_3"	"custom_label_4"	"checkout_link_template"
"5b8707318f58760cde4532cd"	"Teeling Small Batch Irish Whiskey 750ml"	"Teeling Small Batch Irish Whiskey challenges the convention of what an Irish Whiskey can be, with layers of unique flavour influenced by unconventional cask maturation techniques. Hand-selected casks of grain and malt whiskey are initially fully aged in Ex-Bourbon barrels, then married together in Central American Rum casks for up to 12 months for a unique, dried fruit profile."	"https://ridgewineandspirits.com/shop/product/teeling-small-batch-irish-whiskey/5b8707318f58760cde4532cd?option-id=660b958bfaaaf7c9729f9c1e25d3641f70831b70019c36a2e8efb300a9d81fe7&utm_source=googleshopping&utm_medium=feed"	"new"	"44.99 USD"	""	"in_stock"	"https://cityhive-prod-cdn.cityhive.net/products/61679b1bb044d21ddd586ccd/large.png?format=square"	"00813219020048"	"17596"	"499676"	"Teeling Whiskey"	"spirits > whiskey"	"3.5 lbs"	"750ml"	"750ml"	"Teeling Whiskey"	"n"	""	"whis-irish"	""	""	""	"https://ridgewineandspirits.com/cart?product-option-id=660b958bfaaaf7c9729f9c1e25d3641f70831b70019c36a2e8efb300a9d81fe7"
"5c058a5404c84b090e2b2d47"	"Barefoot Moscato 3L"	"Barefoot On Tap Moscato Sweet White Wine delivers a refreshing blend of juicy peaches and sweet apricots in a convenient box of wine for easy serving. Barefoot Moscato features lush, fruity aromas and a crisp, bright finish with a tantalizing twist of lemon and citrus. Perfect for pairing with spicy Asian cuisine, artisanal cheeses or light desserts, this Barefoot Moscato wine is best served chilled. The portable white wine box is ideal for entertaining at gatherings large or small. Each 3 L box holds four 750 mL bottles of wine, making them great for entertaining and parties. Simply push open the seal, pull out the nozzle, pour and enjoy. This box wine stays fresh for up to 30 days after opening. The sweet white Moscato comes from Barefoot, the most awarded wine brand in US competitions. Let's get Barefoot."	"https://ridgewineandspirits.com/shop/product/barefoot-moscato/5c058a5404c84b090e2b2d47?option-id=00c57896a063a275d199649650e9eda56055db7fb551de289cd8c07e02e49d89&utm_source=googleshopping&utm_medium=feed"	"new"	"18.99 USD"	""	"in_stock"	"https://cityhive-prod-cdn.cityhive.net/products/61393d7f7670707c661c1d76/large.png?format=square"	"00085000026083"	"11940"	"499676"	"Barefoot"	"wine > white"	"3.5 lbs"	"300ml"	"750ml"	"Barefoot"	"n"	"Moscato"	"wine"	""	""	""	"https://ridgewineandspirits.com/cart?product-option-id=00c57896a063a275d199649650e9eda56055db7fb551de289cd8c07e02e49d89"
"5f6a3689d95df165ca3a89c6"	"Flybird Baja Lime Margarita Wine Cocktail RTD 750ml"	"Flybird Baja Lime Margarita is brimming with bright lemon-lime citrus flavors, and notes of sunshine & beach. This easy to sip, ready-to-drink, classic margarita cocktail is flavorful, bold, and kicks a serious punch, without any hassle!"	"https://ridgewineandspirits.com/shop/product/flybird-baja-lime-margarita-wine-cocktail-rtd/5f6a3689d95df165ca3a89c6?option-id=7fdf863527bb564ca03c47f284561121098a823a32627ff3bc4bdba78bf10ea2&utm_source=googleshopping&utm_medium=feed"	"new"	"11.99 USD"	""	"in_stock"	"https://cityhive-prod-cdn.cityhive.net/products/60e5a83f9fa74b7f5d14b261/large.png?format=square"	"00833302009163"	"14930"	"499676"	"Flybird Margarita"	"spirits > rtd"	"3.5 lbs"	"750ml"	"750ml"	"Flybird Margarita"	"n"	""	"wine cocktail"	""	""	""	"https://ridgewineandspirits.com/cart?product-option-id=7fdf863527bb564ca03c47f284561121098a823a32627ff3bc4bdba78bf10ea2"
"618ee7a3b3299a7af255b1a3"	"Ciroc Coconut Flavored Vodka 375ml"	"CIROCTM Coconut is one of the first flavor-infused varietals from the makers of CIROCTM Ultra-Premium Vodka and is gluten free. Distilled five times to ensure high quality, the spirit is masterfully infused with coconut and tropical fruit flavors, resulting in a taste experience that is lusciously different and elegantly smooth. NOSE Fresh coconut with a vanilla edge TASTE Creamy, sweet coconut flavor with a faint hint of tropical fruit FINISH Silky and smooth"	"https://ridgewineandspirits.com/shop/product/ciroc-coconut-flavored-vodka/618ee7a3b3299a7af255b1a3?option-id=cc42bdc719b7f5c25ecc6acb8764cf4807b7b4e0d3c0b12749d909896c08f930&utm_source=googleshopping&utm_medium=feed"	"new"	"17.99 USD"	""	"in_stock"	"https://cityhive-prod-cdn.cityhive.net/products/5a6dc888f4a6612c3065005a/large.png?format=square"	"00088076174948"	"7188"	"499676"	"Cîroc"	"spirits > vodka"	"3.5 lbs"	"375ml"	"750ml"	"Cîroc"	"n"	""	"vodka-imported"	""	""	""	"https://ridgewineandspirits.com/cart?product-option-id=cc42bdc719b7f5c25ecc6acb8764cf4807b7b4e0d3c0b12749d909896c08f930"
"619307c9f35188451422ada0"	"Casamigos Anejo Tequila 375ml"	"Soft Caramel and vanilla notes with a sweetness from the Blue Weber agave layered with barrel oak and subtle hints of spice. Aged for 14 months gives this outstanding tequila a lingering smooth finish. Enjoy!"	"https://ridgewineandspirits.com/shop/product/casamigos-añejo-tequila/619307c9f35188451422ada0?option-id=a1099c9ff2e3e19c62e9ae2d07f87dcfa7b1666422d6d86c362dd59cb8811d82&utm_source=googleshopping&utm_medium=feed"	"new"	"37.99 USD"	""	"in_stock"	"https://cityhive-prod-cdn.cityhive.net/products/5a67215dbc70cc53d10307b4/large.png?format=square"	"00856724006022"	"13404"	"499676"	"Casamigos"	"spirits > tequila"	"3.5 lbs"	"375ml"	"750ml"	"Casamigos"	"n"	""	"tequila"	""	""	""	"https://ridgewineandspirits.com/cart?product-option-id=a1099c9ff2e3e19c62e9ae2d07f87dcfa7b1666422d6d86c362dd59cb8811d82"
"564bd79c69702d5e84040000"	"Noah's Mill Bourbon 750ml"	"One of the most lush and rich Whiskeys on the market. The nose is walnuts, prunes, and floral notes. The palate mimics the nose with walnuts, prunes, spices, intertwined with lavender and balanced with the perfect amount of acid, that leads you down a path of lingering burnt caramel."	"https://ridgewineandspirits.com/shop/product/noahs-mill-bourbon/564bd79c69702d5e84040000?option-id=f1cfdf6098a24c472828878b10ae3903a24cca5dfe6be6730a31db1a936e0300&utm_source=googleshopping&utm_medium=feed"	"new"	"62.99 USD"	""	"in_stock"	"https://cityhive-prod-cdn.cityhive.net/products/5fa5c45ce78dbb75759e4ecd/large.png?format=square"	"00680203030075"	"17741"	"499676"	"Willett Distillery"	"spirits > whiskey"	"3.5 lbs"	"750ml"	"750ml"	"Willett Distillery"	"n"	""	"whis-bourbon"	""	""	""	"https://ridgewineandspirits.com/cart?product-option-id=f1cfdf6098a24c472828878b10ae3903a24cca5dfe6be6730a31db1a936e0300"
"567039d07562755050d90400"	"Franziskaner Bavarian Wheat 12oz Bottles 12oz"	"Franziskaner Hefe-Weissebier is a classic Bavarian wheat that has a cloudy appearance and a crisp, distinctive, extremely refreshing taste with a hint of clove.  The unfiltered wheat beer has a higher carbonation count, giving Hefe-Weiss a sparkling champagne feel."	"https://ridgewineandspirits.com/shop/product/franziskaner-bavarian-wheat-12oz-bottles/567039d07562755050d90400?option-id=c906fbb877e76e7ecb4d2288e5452f4e175285bec3cf6ec2fec932b6328537fd&utm_source=googleshopping&utm_medium=feed"	"new"	"13.99 USD"	""	"in_stock"	"https://d3omj40jjfp5tk.cloudfront.net/products/567039d27562755050da0400/large.png?format=square"	"00088394000332"	"15644"	"499676"	"Franziskaner"	"beer > imported beer"	"3.5 lbs"	"2124ml"	"750ml"	"Franziskaner"	"n"	""	"beer"	""	""	""	"https://ridgewineandspirits.com/cart?product-option-id=c906fbb877e76e7ecb4d2288e5452f4e175285bec3cf6ec2fec932b6328537fd"
"56c28ca6756275139deb0100"	"Cantine Federiciane Monteleone Penisola Sorrentina Gragnano Rosso 750ml"	"intense ruby red color; lively foam, evanescent, vinous odor; intense, fruity, sparkling, sapid flavor; medium-bodied, clearly vinous, soft with a sweet vein Food Pairings: roasted meats, nuts and dried fruit, and is the ideal combination with pizza."	"https://ridgewineandspirits.com/shop/product/cantine-federiciane-monteleone-penisola-sorrentina-gragnano-rosso/56c28ca6756275139deb0100?option-id=ae0a69165eeb2ae13555470a02f27842b18d30a7347e52625a4f32b598d630c2&utm_source=googleshopping&utm_medium=feed"	"new"	"18.99 USD"	""	"in_stock"	"https://cityhive-prod-cdn.cityhive.net/products/57cc3d7e69702d1bca5d0000/large.png?format=square"	"08032523050134"	"15988"	"499676"	"Azienda Agricola Tinessa"	"wine > red"	"3.5 lbs"	"750ml"	"750ml"	"Azienda Agricola Tinessa"	"n"	"Sparkling"	"wine-imported"	""	""	""	"https://ridgewineandspirits.com/cart?product-option-id=ae0a69165eeb2ae13555470a02f27842b18d30a7347e52625a4f32b598d630c2"
"56caab7e7562752ed5d31500"	"DeKuyper Creme De Cacao Dark 750ml"	"DEKUYPER CREME DE CACAO DARK  SINGLE  750 ML  BTL - GLASS"	"https://ridgewineandspirits.com/shop/product/dekuyper-creme-de-cacao-dark/56caab7e7562752ed5d31500?option-id=6391e56f6081af1292412d1f49c779656290f9f10144cb4072cb3fa5447e4e3e&utm_source=googleshopping&utm_medium=feed"	"new"	"11.99 USD"	""	"in_stock"	"https://cityhive-prod-cdn.cityhive.net/products/5ab3d35d8ef90d474b261b7b/large.png?format=square"	"00080686320036"	"14268"	"499676"	"Dekuyper"	"spirits > liqueur"	"3.5 lbs"	"750ml"	"750ml"	"Dekuyper"	"n"	""	"liquor-misc"	""	""	""	"https://ridgewineandspirits.com/cart?product-option-id=6391e56f6081af1292412d1f49c779656290f9f10144cb4072cb3fa5447e4e3e"
"56cab7d67562752ed57f1700"	"Jose Cuervo Authentic Lime Margarita 1.75L"	"Authentic Cuervo Margaritas, made exclusively with Jose Cuervo Gold, are the worlds number one ready-to-serve margaritas. Now its easy to enjoy the great taste of a top-quality margarita anywhere, anytime. You send out the invitationslet Cuervo take care of the margaritas."	"https://ridgewineandspirits.com/shop/product/jose-cuervo-authentic-lime-margarita/56cab7d67562752ed57f1700?option-id=f9e3e0bd0357f44248a13690cd92db3920f6e34694f6167024ec64139dcd6feb&utm_source=googleshopping&utm_medium=feed"	"new"	"17.99 USD"	""	"in_stock"	"https://cityhive-prod-cdn.cityhive.net/products/5f36b7b01f5fb3445227a81a/large.png?format=square"	"00811538010993"	"3200"	"499676"	"Jose Cuervo"	"spirits > tequila"	"3.5 lbs"	"750ml"	"750ml"	"Jose Cuervo"	"n"	""	"prep cocktails"	""	""	""	"https://ridgewineandspirits.com/cart?product-option-id=f9e3e0bd0357f44248a13690cd92db3920f6e34694f6167024ec64139dcd6feb"
"5d4c6ec9c9bb1835cd2a8213"	"Tozai Night Swim Futsu Sake 180ml"	"Refreshing notes of banana, baked pear and caramelized pineapple with hints of orange and mint. Try paired with grilled favorites like pork and chicken kabobs, sweet and sour slaw or grilled peaches."	"https://ridgewineandspirits.com/shop/product/tozai-night-swim-futsu-sake/5d4c6ec9c9bb1835cd2a8213?option-id=c2472e89a0a899e30b38c25f58738afec88ae7e915a8050ae8c4c99c2855b88b&utm_source=googleshopping&utm_medium=feed"	"new"	"5.99 USD"	""	"in_stock"	"https://cityhive-prod-cdn.cityhive.net/products/6058e310a10aeb02d7f6141f/large.png?format=square"	"00835603007091"	"15747"	"499676"	"Tozai Night"	"wine > sake"	"3.5 lbs"	"180ml"	"750ml"	"Tozai Night"	"n"	""	"sake"	""	""	""	"https://ridgewineandspirits.com/cart?product-option-id=c2472e89a0a899e30b38c25f58738afec88ae7e915a8050ae8c4c99c2855b88b"
"56c3377969702d27ed080900"	"Wild Turkey 101  Bourbon 750ml"	"Wild Turkey 101 offers a lesson in traditional American values, most notably the refusal to compromise on standards of excellence. This iconic bourbon is perfectly aged a minimum of five years in American White Oak barrels with the deepest #4 alligator char for more character. 1940 BARREL SOCIETY MEMBERS = 1 K CARD *Please note: You will get physical K-Cards when you pick up your bottle at the store."	"https://ridgewineandspirits.com/shop/product/wild-turkey-101-bourbon/56c3377969702d27ed080900?option-id=a087990a8b84524e4ac98bdf8acd3632ca97416a582dda10924b7687dbbf719c&utm_source=googleshopping&utm_medium=feed"	"new"	"28.99 USD"	""	"in_stock"	"https://cityhive-prod-cdn.cityhive.net/products/67e1570ef022e476804f4db9/large.png?format=square"	"00721059897501"	"839"	"499676"	"Wild Turkey"	"spirits > whiskey"	"3.5 lbs"	"750ml"	"750ml"	"Wild Turkey"	"n"	""	"whis-bourbon"	""	""	""	"https://ridgewineandspirits.com/cart?product-option-id=a087990a8b84524e4ac98bdf8acd3632ca97416a582dda10924b7687dbbf719c"
"56c2709b75627570b0e00100"	"Liberty Creek Vineyards Merlot Red Wine 1.5L"	"Liberty Creek Vineyards Merlot Red Wine delivers bold, rich notes of ripe raspberry and cherry with a smooth finish. This well-balanced California red wine pairs perfectly with meatballs and pasta or a hearty vegetarian dish. This medium bodied dry red Merlot wine is best served at room temperature or slightly chilled. This large 1.5 L bottle of wine contains two 750 mL bottles of red wine, making it ideal for entertaining or enjoying with a group of friends. Liberty Creek wine is great tasting, everyday American-made wine."	"https://ridgewineandspirits.com/shop/product/liberty-creek-vineyards-merlot-red-wine/56c2709b75627570b0e00100?option-id=d42cdd199b7496eec0c18cb0f001d0d760eefa6b0683af2c0f76b859f9dddac0&utm_source=googleshopping&utm_medium=feed"	"new"	"10.99 USD"	""	"in_stock"	"https://cityhive-prod-cdn.cityhive.net/products/6840160ff9fa7148d0572132/large.png?format=square"	"00085000011287"	"7670"	"499676"	"Liberty Creek Vineyards"	"wine > red"	"3.5 lbs"	"750ml"	"750ml"	"Liberty Creek Vineyards"	"n"	"Merlot"	"wine-domestic"	""	""	""	"https://ridgewineandspirits.com/cart?product-option-id=d42cdd199b7496eec0c18cb0f001d0d760eefa6b0683af2c0f76b859f9dddac0"
"5757669069702d5a9e994001"	"Cavit Pinot Grigio 750ml"	"With light refreshing flavors of citrus and green apple, its no surprise that it comes from the #1 Italian Wine in America.* A wonderful aperitif and equally splendid with pasta in cream sauces, risottos, veal, chicken and fresh seafood dishes."	"https://ridgewineandspirits.com/shop/product/cavit-pinot-grigio/5757669069702d5a9e994001?option-id=bd05ae4eff365340667237a2a097f27666b1e0ffc9ddec08c7f8e1cf76ade42b&utm_source=googleshopping&utm_medium=feed"	"new"	"11.99 USD"	""	"in_stock"	"https://cityhive-prod-cdn.cityhive.net/products/57bc41c669702d3b8e0f0200/large.png?format=square"	"00086785212654"	"4135"	"499676"	"Cavit Pinot"	"wine > white"	"3.5 lbs"	"750ml"	"750ml"	"Cavit Pinot"	"n"	"Pinot Grigio"	"wine-imported"	""	""	""	"https://ridgewineandspirits.com/cart?product-option-id=bd05ae4eff365340667237a2a097f27666b1e0ffc9ddec08c7f8e1cf76ade42b"
"56c3371569702d27ed810200"	"Chandon Brut 375ml"	"Crisp, fresh and effortlessly cool, Chandon Brut is your go-to choice bubbly for entertaining, sipping and gifting. A classic expression of our California vineyards, signature green apple, pear and citrus notes precede a soft, dry finish."	"https://ridgewineandspirits.com/shop/product/chandon-brut/56c3371569702d27ed810200?option-id=3038d2871911378a2cbc36ee523ed752d0a09061337b57d1553265034dcef6e3&utm_source=googleshopping&utm_medium=feed"	"new"	"14.99 USD"	""	"in_stock"	"https://cityhive-prod-cdn.cityhive.net/products/60e1c88a994d0f7dbc887ce9/large.png?format=square"	"00085155002017"	"17580"	"499676"	"Chandon"	"wine > sparkling"	"3.5 lbs"	"375ml"	"750ml"	"Chandon"	"n"	"Sparkling,  Champagne"	"champagne"	""	""	""	"https://ridgewineandspirits.com/cart?product-option-id=3038d2871911378a2cbc36ee523ed752d0a09061337b57d1553265034dcef6e3"
"58a46b0501ff950d1fb205a9"	"New Amsterdam Mango Flavored Vodka 50ml"	"New Amsterdam Vodka is 5 times distilled and 3 times filtered to deliver a clean crisp taste. New Amsterdam flavors are crafted using our award winning original 80-proof vodka. Our Mango flavor tastes like biting into a fresh juicy mango with layers of tropical fruit, papaya and passion fruit. This larger 1.75L size is great for parties!"	"https://ridgewineandspirits.com/shop/product/new-amsterdam-mango-flavored-vodka/58a46b0501ff950d1fb205a9?option-id=b4a27cb333b821b9b9748f8e66c152b88490925dfabb123915987ce6c109cac0&utm_source=googleshopping&utm_medium=feed"	"new"	"1.99 USD"	""	"in_stock"	"https://cityhive-prod-cdn.cityhive.net/products/684020b2f78b74276cc8d486/large.png?format=square"	"00085000006344"	"9736"	"499676"	"New Amsterdam"	"spirits > vodka"	"3.5 lbs"	"50ml"	"750ml"	"New Amsterdam"	"n"	""	"vodka-american"	""	""	""	"https://ridgewineandspirits.com/cart?product-option-id=b4a27cb333b821b9b9748f8e66c152b88490925dfabb123915987ce6c109cac0"
