id,title,description,link,condition,price,sale_price,availability,image_link,gtin,mpn,google_product_category,brand,product_type,shipping_weight,unit_pricing_measure,unit_pricing_base_measure,manufacturer,online_only,custom_label_0,custom_label_1,custom_label_2,custom_label_3,custom_label_4,checkout_link_template
5e85044dd58caf132e7882bf,Cricova Pinot Meunier Extra Sec Rose 750ml,"The wine is medium-dry, with moderate alcohol level, high acidity and ripe tannin. It tastes sweet, fruity and crisp, with a nuanced zesty-seedy accent. This is a quite appealing, supple and well structured cremant wine with a fair overall balance. It has a round and quite sweet mouthfeel and a syrupy, off-dry finale.",https://capitalbeerwine.com/shop/product/cricova-pinot-meunier-extra-sec-rose/5e85044dd58caf132e7882bf?option-id=b9821d58d142bc7db925f51c21a83485af425a54a5ac775688b7b220b2e2e63e&utm_source=googleshopping&utm_medium=feed,new,20.99 USD,,in_stock,https://cityhive-prod-cdn.cityhive.net/products/5efcdd477f84a4279b25440a/large.png?format=square,04840013009760,502,499676,Cricova Pinot,wine > sparkling,3.5 lbs,750ml,750ml,Cricova Pinot,n,Pinot Meunier,champagne and sparkling,,,,https://capitalbeerwine.com/cart?product-option-id=b9821d58d142bc7db925f51c21a83485af425a54a5ac775688b7b220b2e2e63e
56ca534f7562752ed5810400,Josh Cellars Legacy 750ml,"A rich, velvety red blend bursting with flavors of ripe plum, black cherry and toasted cedar with scents of dark fruit and pepper. This is a delicious, well-balanced blend made to exacting standards. Pair this wine with BBQ ribs, leg of lamb, and grilled skirt steak.",https://capitalbeerwine.com/shop/product/josh-cellars-legacy/56ca534f7562752ed5810400?option-id=a71c8b15bd37132273c75381392a0a5ac5a7eb4bf1798303f0075ad530c4c8f4&utm_source=googleshopping&utm_medium=feed,new,20.99 USD,,in_stock,https://cityhive-prod-cdn.cityhive.net/products/6667178703d26e105e4bf593/large.png?format=square,00031259048024,2014,499676,Josh Cellars,wine > red,3.5 lbs,750ml,750ml,Josh Cellars,n,"Merlot, Petite Sirah, Syrah, Zinfandel, Red Blend",red,,,,https://capitalbeerwine.com/cart?product-option-id=a71c8b15bd37132273c75381392a0a5ac5a7eb4bf1798303f0075ad530c4c8f4
57aa3ff269702d1fad1fbe01,Corona Extra 24oz,"With a refreshing, smooth taste balanced between heavier European imports and lighter domestic beer, Corona is an even-keeled cerveza with fruity-honey aromas and a touch of malt. The flavor is crisp, clean and well balanced between hops and malt, a superior taste profile from superior ingredients.",https://capitalbeerwine.com/shop/product/corona-extra/57aa3ff269702d1fad1fbe01?option-id=d3ed4e4d4ded0035bc5fbdf5ec2b7f9642864624b0bdf66faf0bb60fd5f60589&utm_source=googleshopping&utm_medium=feed,new,4.71 USD,,in_stock,https://cityhive-prod-cdn.cityhive.net/products/667052eb78dca96456b55b54/large.png?format=square,00080660956435,492,499676,Corona,beer > lager,3.5 lbs,709ml,750ml,Corona,n,,mexico,,,,https://capitalbeerwine.com/cart?product-option-id=d3ed4e4d4ded0035bc5fbdf5ec2b7f9642864624b0bdf66faf0bb60fd5f60589
56c28d40756275139d230200,Villa Jolanda Spiral Prosecco 187ml,"Villa Jolanda Prosecco has a pale straw color with pear, yeast and citrus on both nose and palate. This Prosecco is not too sweet - well balanced between sweet and dry with moderate bubbles.",https://capitalbeerwine.com/shop/product/villa-jolanda-spiral-prosecco/56c28d40756275139d230200?option-id=c415b88d99ebe412f9965e3fc6914cfe70faf35b089e7f31f6706ae17d2e1ea3&utm_source=googleshopping&utm_medium=feed,new,7.34 USD,,in_stock,https://cityhive-prod-cdn.cityhive.net/products/56c6882769702d2213380000/large.jpg?format=square,00015643258671,1919,499676,Villa Jolanda,wine > sparkling,3.5 lbs,187ml,750ml,Villa Jolanda,n,Prosecco,champagne and sparkling,,,,https://capitalbeerwine.com/cart?product-option-id=c415b88d99ebe412f9965e3fc6914cfe70faf35b089e7f31f6706ae17d2e1ea3
5bea24bda2f42239c123b442,Athletic N.A. Upside Dawn 12oz,"Classic craft Golden Ale Style. Refreshing, clean, balanced, light-bodied. Aromas are subtle with floral and earthy notes. Brewed with premium Vienna Malt along with a combo of English and traditional American hops. Crafted to remove gluten. Upside Dawn is crafted to remove gluten. This product is fermented from grains containing gluten. The gluten content of this product cannot be verified, and this product may contain gluten.",https://capitalbeerwine.com/shop/product/athletic-n-a-upside-dawn/5bea24bda2f42239c123b442?option-id=4841891ae76f6f57c3cafc0cd9c0d7a031f066d770723930cf8e4993eb5438aa&utm_source=googleshopping&utm_medium=feed,new,15.74 USD,,in_stock,https://cityhive-prod-cdn.cityhive.net/products/666b68e356d9165933af660c/large.png?format=square,00855352008071,101,499676,Upside Dawn Golden,beer > non alcoholic,3.5 lbs,354ml,750ml,Upside Dawn Golden,n,,non,alcoholic,,,https://capitalbeerwine.com/cart?product-option-id=4841891ae76f6f57c3cafc0cd9c0d7a031f066d770723930cf8e4993eb5438aa
59655726355d0935c14d8b4c,Wine Impo Bulgarania Pin Noir 750ml,,https://capitalbeerwine.com/shop/product/wine-impo-bulgarania-pin-noir/59655726355d0935c14d8b4c?option-id=38ab3b6c61407caf2462cb76291a18ed0d170317507110409ae809269c17186e&utm_source=googleshopping&utm_medium=feed,new,12.59 USD,,in_stock,https://cityhive-prod-cdn.cityhive.net/products/65048ef62d879a2b6f3bd585/large.png?format=square,00853928004182,257,499676,Wine Impo,wine > red,3.5 lbs,750ml,750ml,Wine Impo,n,Pinot Noir,red,,,,https://capitalbeerwine.com/cart?product-option-id=38ab3b6c61407caf2462cb76291a18ed0d170317507110409ae809269c17186e
56ca88c27562752ed5520f00,Modelo Negra 12oz,"Modelo Negra Mexican Beer, the original Modelo beer, is a Munich Dunkel-style dark lager beer with rich flavor and a remarkably smooth taste. Made with galena and super galena hops, plus slow-roasted caramel malts and non-malted cereals, this Mexican lager style beer is brewed longer to enhance its flavors. The result is a medium-bodied imported beer with 172 calories per serving, minimal hops bitterness, and a surprisingly light finish that exceeds expectations. Savor this easy-drinking beer on its own in a favorite lager beer glass, or pair this balanced, flavorful, dark malt bottled beer with Mexican dishes, grilled meats, roasted vegetables, shellfish, or Asian food. Available in a beer 6 pack, this cerveza is perfect for wherever the night takes you. There's dark beer, then there's Negra, brewed for those with a fighting spirit. *Per 12 fl. oz. serving of average analysis: Calories 172, Carbs 15.7 grams, Protein 1.5 grams, Fat 0 grams. Drink responsibly. Modelo Negra Beer. Imported by Crown Imports, Chicago, IL",https://capitalbeerwine.com/shop/product/modelo-negra/56ca88c27562752ed5520f00?option-id=f4549f0b069f401461dc99dcb9ec6e1cd59a2cf5f60666624eca9b5fd8386b57&utm_source=googleshopping&utm_medium=feed,new,15.74 USD,,in_stock,https://cityhive-prod-cdn.cityhive.net/products/610cc96b9c47507b548794b1/large.png?format=square,00080660957852,1319,499676,Grupo Modelo,beer > lager,3.5 lbs,354ml,750ml,Grupo Modelo,n,,mexico,,,,https://capitalbeerwine.com/cart?product-option-id=f4549f0b069f401461dc99dcb9ec6e1cd59a2cf5f60666624eca9b5fd8386b57
573fae9c69702d34f5da7900,Dominio De Punctum Lobetia Rosado Organic 750ml,"Lobetia comes from the Lobetani, a small pre-Roman Iberian people of ancient Spain, established near where our vineyard stands today. This wine takes part of the heritage and tradition of the land, the same way the Lobetani did. This Rose will delight anyone hunting for a fresh everyday drinking rose. Pale rose color. Passion fruit and strawberry notes on the nose. Bright and fresh with strawberry and light citrus flavors on the palate. Medium bodied with crispy acidity.",https://capitalbeerwine.com/shop/product/dominio-de-punctum-lobetia-rosado-organic/573fae9c69702d34f5da7900?option-id=5793dd90b915adf32d977ba20fdbf31b0bc816635a4d6c02d3bad5da792223b9&utm_source=googleshopping&utm_medium=feed,new,15.74 USD,,in_stock,https://cityhive-prod-cdn.cityhive.net/products/5ea12ef4a552a32b69e77864/large.png?format=square,08437010828799,1117,499676,Dominio De,wine > rose,3.5 lbs,750ml,750ml,Dominio De,n,"Garnacha, Bobal",rose,,,,https://capitalbeerwine.com/cart?product-option-id=5793dd90b915adf32d977ba20fdbf31b0bc816635a4d6c02d3bad5da792223b9
61e7419f8cd33c7c24895779,Other Half Green Flowers 16oz,"Our West Coast IPA brewed with a balanced bitterness and a blend of our favorite classic IPA hops and new school ones all grown in the Pacific NW. Brewed with 100% malted barley and hopped with Citra, Amarillo Cryo, Idaho 7 and Strata. Candied pineapple, sweet orange, tropical fruit and some dank creamy notes from the Strata.Other Half does small production runs, so get it while you can!",https://capitalbeerwine.com/shop/product/other-half-green-flowers/61e7419f8cd33c7c24895779?option-id=6dcf4d47b48b0e7f4434a89c6e2c9e420a25360f65dbaa8880a9139878593f54&utm_source=googleshopping&utm_medium=feed,new,20.99 USD,,in_stock,https://cityhive-prod-cdn.cityhive.net/products/67e18e0cd4a71028dbf86d72/large.png?format=square,00850017620582,1380,499676,Flowers,beer > ipa,3.5 lbs,473ml,750ml,Flowers,n,,domestic craft beer,,,,https://capitalbeerwine.com/cart?product-option-id=6dcf4d47b48b0e7f4434a89c6e2c9e420a25360f65dbaa8880a9139878593f54
567031427562755050090200,Bota Box Cabernet Sauvignon 500ml,The Bota Box Cabernet Sauvignon is a conveniently-sized 500mL package of rich and smooth red wine. It's perfect for enjoying a glass at home without worrying about finishing a whole bottle.,https://capitalbeerwine.com/shop/product/bota-box-cabernet-sauvignon/567031427562755050090200?option-id=666e560c256cf99935f3a317db8fe15afc2f0804dc17460e9e6625eb26d5af60&utm_source=googleshopping&utm_medium=feed,new,6.81 USD,,in_stock,https://cityhive-prod-cdn.cityhive.net/products/60a03fc567995b7d1e590a14/large.png?format=square,00082242010412,203,499676,Bota Box,wine > red,3.5 lbs,500ml,750ml,Bota Box,n,Cabernet Sauvignon,red,,,,https://capitalbeerwine.com/cart?product-option-id=666e560c256cf99935f3a317db8fe15afc2f0804dc17460e9e6625eb26d5af60
57aa285f69702d628d70b900,Budweiser 25oz,"Budweiser beer is a medium-bodied, American-style lager beer. Brewed with high quality barley malt, a blend of premium hop varieties, fresh rice and filtered water, this American beer is crisp and full of flavor. Budweiser beer has 5% ABV and contains 145 calories and zero grams of fat per 12 fluid ounce serving. Every occasion calls for a Budweiser; enjoy a cold beer while watching the game or when you're at barbecues or social gatherings. This lager beer is the perfect companion to pizza, burgers and fried chicken, but don't let the pairings stop there. Packed in a tall beer can that is perfect for outdoor gatherings and tailgates.",https://capitalbeerwine.com/shop/product/budweiser/57aa285f69702d628d70b900?option-id=fbb78f60d24a4430095b6c7fbfc0d6d2e0afa380675bb8fbc4cf8053d7f8e00e&utm_source=googleshopping&utm_medium=feed,new,3.14 USD,,in_stock,https://cityhive-prod-cdn.cityhive.net/products/677a8ab77307ac251da64886/large.png?format=square,00018200250002,255,499676,Budweiser,beer > lager,3.5 lbs,739ml,750ml,Budweiser,n,,domestic big brewer,,,,https://capitalbeerwine.com/cart?product-option-id=fbb78f60d24a4430095b6c7fbfc0d6d2e0afa380675bb8fbc4cf8053d7f8e00e
5a942483fdc92722fe75cde3,Union Brewing Goat Cans 12oz,"Whos the G.O.A.T.? Theres no debate in Charm City Ed Reed is the G.O.A.T. Like an invisible sentinel appearing out of nowhere, swooping in for an interception, he seemed to know where the ball would be before anyone else on the field. Quarterbacks trembled in their cleats trying to avoid him. On the field he was the Ballhawk. Off the field, hes the coolest, most generous, cigar smokin, late night DJing, coach, mentor, and friend. G.O.A.T is light-amber in color and laid back with aromas of stone fruit, white grape, and citrus just enough to let you know theres some serious hops in this beer. Once the aroma is released, the G.O.A.T. descends upon the palate with flavors of juicy, citrusy, freshly-squeezed orange juice. Soft-bodied, mildly bitter, and packed with fruity hops G.O.A.T. IPA will hype you up without ever slowing you down. A portion of the proceeds from the sales of G.O.A.T. IPA will be directly donated from Union Brewing to the Ed Reed Foundation, which seeks to provide character-building opportunities by inspiring at-risk youth with athletic initiatives founded in mentorship, leadership, and exposure to new environments. For more information on the programs provided by the Ed Reed Foundation or to donate directly, please visit www.edreedfoundation.org.",https://capitalbeerwine.com/shop/product/union-brewing-goat-cans/5a942483fdc92722fe75cde3?option-id=3132b28e121540f2e25175fad3099d1c1be8040b8add001bc2dc95fae8eee0c2&utm_source=googleshopping&utm_medium=feed,new,15.74 USD,,in_stock,https://cityhive-prod-cdn.cityhive.net/products/65312848c6f9483af779a87e/large.png?format=square,00721867188303,1881,499676,Union Brewing,beer > ipa,3.5 lbs,354ml,750ml,Union Brewing,n,,domestic craft beer,,,,https://capitalbeerwine.com/cart?product-option-id=3132b28e121540f2e25175fad3099d1c1be8040b8add001bc2dc95fae8eee0c2
61d8e592c918524da0b1ed01,Voodoo Ranger Juice Force IPA 19oz,"Our Voodoo Ranger family is brewed with trendsetting hop and malt varieties and served with a side of sarcasm. Let's just say Voodoo Ranger doesn't take himself too seriously, and neither should you. The bottom line: if you're looking for innovative IPAs that are hop forward, bold, and occasionally hazy, the Voodoo Ranger fam has your back. Juice Force IPA is a fruit forward, highly drinkable, 9.5% ABV blast. Buckle up with this hazy IPA, you'll be bussing the tower in no time.",https://capitalbeerwine.com/shop/product/voodoo-ranger-juice-force-ipa/61d8e592c918524da0b1ed01?option-id=21054371219c204c8e1b7d7c8178e4f0aab1d84e822a007c8bc710e1e6b97212&utm_source=googleshopping&utm_medium=feed,new,4.19 USD,,in_stock,https://cityhive-prod-cdn.cityhive.net/products/667afff2ccfb5a53a2043494/large.png?format=square,00754527011710,1329,499676,New Belgium,beer > craft beer,3.5 lbs,561ml,750ml,New Belgium,n,,european big brewer,,,,https://capitalbeerwine.com/cart?product-option-id=21054371219c204c8e1b7d7c8178e4f0aab1d84e822a007c8bc710e1e6b97212
5e1e55ec97a81968283f80c1,The Federalist Bourbon Barrel Cabernet Sauvignon 750ml,"Sourced from Lodi in California, The Federalist Bourbon Barrel-Aged Cabernet Sauvignon intertwines bold fruit with rich, toasted vanilla and spice notes to deliver great flavor with every bottle.",https://capitalbeerwine.com/shop/product/the-federalist-bourbon-barrel-cabernet-sauvignon/5e1e55ec97a81968283f80c1?option-id=777e565f87bf1587752afca02dba03fd2e7a48bb9d496147c21944660ba38414&utm_source=googleshopping&utm_medium=feed,new,29.39 USD,,in_stock,https://cityhive-prod-cdn.cityhive.net/products/5fa4838c8ba5df270cd31a5a/large.png?format=square,00086891088617,729,499676,The Federalist,wine > red,3.5 lbs,750ml,750ml,The Federalist,n,"Cabernet Sauvignon, Zinfandel",red,,,,https://capitalbeerwine.com/cart?product-option-id=777e565f87bf1587752afca02dba03fd2e7a48bb9d496147c21944660ba38414
5d6ecc757b230b55d82a5398,Veuve Clicquot Reserve Cuvee Brut Champagne 750ml,"Grapes from as many as 50 to 60 different Crus are used for the blending of Yellow Label. The predominance of Pinot Noir provides the core structure of Clicquot, while a touch of Meunier rounds out the blend. Chardonnay adds the elegance and finesse essential to a perfectly balanced wine.",https://capitalbeerwine.com/shop/product/veuve-clicquot-réserve-cuvée-brut-champagne/5d6ecc757b230b55d82a5398?option-id=3c4b9ca51ea1b3050e8a037bae4c704a74c09393baad49cdc97c0ba942f9be03&utm_source=googleshopping&utm_medium=feed,new,62.99 USD,,in_stock,https://cityhive-prod-cdn.cityhive.net/products/5e8e38d54c97416cbff52347/large.png?format=square,00081753825232,1902,499676,Veuve Clicquot,wine > sparkling,3.5 lbs,750ml,750ml,Veuve Clicquot,n,"Sparkling, Champagne, Pinot Noir, Chardonnay",champagne and sparkling,,,,https://capitalbeerwine.com/cart?product-option-id=3c4b9ca51ea1b3050e8a037bae4c704a74c09393baad49cdc97c0ba942f9be03
56702e6a75627550501b0100,Corona Extra 12oz,"With a refreshing, smooth taste balanced between heavier European imports and lighter domestic beer, Corona is an even-keeled cerveza with fruity-honey aromas and a touch of malt. The flavor is crisp, clean and well balanced between hops and malt, a superior taste profile from superior ingredients.",https://capitalbeerwine.com/shop/product/corona-extra/56702e6a75627550501b0100?option-id=8252c2c3f547e7c8fc85f0c168c37772ae935400396970911a4aabc8929de175&utm_source=googleshopping&utm_medium=feed,new,12.59 USD,,in_stock,https://cityhive-prod-cdn.cityhive.net/products/667050bf78dca96456b525cc/large.png?format=square,00080660956053,488,499676,Corona,beer > lager,3.5 lbs,354ml,750ml,Corona,n,,mexico,,,,https://capitalbeerwine.com/cart?product-option-id=8252c2c3f547e7c8fc85f0c168c37772ae935400396970911a4aabc8929de175
